price_id,book_id,amount,imported_price,source,date_added
365,365,,f,,2026-01-26 19:56:38.614712
366,366,,f,,2026-01-26 19:56:38.614712
367,367,,f,,2026-01-26 19:56:38.614712
368,368,,f,,2026-01-26 19:56:38.614712
369,369,,f,,2026-01-26 19:56:38.614712
370,370,,f,,2026-01-26 19:56:38.614712
371,371,,f,,2026-01-26 19:56:38.614712
372,372,,f,,2026-01-26 19:56:38.614712
373,373,,f,,2026-01-26 19:56:38.614712
374,374,,f,,2026-01-26 19:56:38.614712
375,375,,t,,2026-01-26 19:56:38.614712
376,376,,f,,2026-01-26 19:56:38.614712
377,377,,f,,2026-01-26 19:56:38.614712
378,378,,f,,2026-01-26 19:56:38.614712
379,379,,t,,2026-01-26 19:56:38.614712
380,380,,f,,2026-01-26 19:56:38.614712
381,381,,f,,2026-01-26 19:56:38.614712
382,382,,t,,2026-01-26 19:56:38.614712
383,383,,f,,2026-01-26 19:56:38.614712
384,384,,t,,2026-01-26 19:56:38.614712
385,385,,f,,2026-01-26 19:56:38.614712
386,386,,f,,2026-01-26 19:56:38.614712
387,387,,f,,2026-01-26 19:56:38.614712
388,388,,f,,2026-01-26 19:56:38.614712
389,389,,f,,2026-01-26 19:56:38.614712
390,390,,f,,2026-01-26 19:56:38.614712
391,391,,f,,2026-01-26 19:56:38.614712
392,392,,f,,2026-01-26 19:56:38.614712
393,393,,f,,2026-01-26 19:56:38.614712
394,394,,f,,2026-01-26 19:56:38.614712
395,395,,f,,2026-01-26 19:56:38.614712
396,396,,f,,2026-01-26 19:56:38.614712
397,397,,f,,2026-01-26 19:56:38.614712
398,398,,f,,2026-01-26 19:56:38.614712
399,399,,f,,2026-01-26 19:56:38.614712
400,400,,f,,2026-01-26 19:56:38.614712
401,401,,f,,2026-01-26 19:56:38.614712
402,402,,f,,2026-01-26 19:56:38.614712
403,403,,t,,2026-01-26 19:56:38.614712
404,404,,f,,2026-01-26 19:56:38.614712
405,405,,t,,2026-01-26 19:56:38.614712
406,406,,f,,2026-01-26 19:56:38.614712
407,407,,t,,2026-01-26 19:56:38.614712
408,408,,t,,2026-01-26 19:56:38.614712
409,409,,f,,2026-01-26 19:56:38.614712
410,410,,f,,2026-01-26 19:56:38.614712
411,411,,f,,2026-01-26 19:56:38.614712
412,412,,f,,2026-01-26 19:56:38.614712
413,413,,f,,2026-01-26 19:56:38.614712
414,414,,t,,2026-01-26 19:56:38.614712
415,415,,f,,2026-01-26 19:56:38.614712
416,416,,f,,2026-01-26 19:56:38.614712
417,417,,f,,2026-01-26 19:56:38.614712
418,418,,f,,2026-01-26 19:56:38.614712
419,419,,t,,2026-01-26 19:56:38.614712
420,420,,f,,2026-01-26 19:56:38.614712
421,421,,f,,2026-01-26 19:56:38.614712
422,422,,f,,2026-01-26 19:56:38.614712
423,423,,f,,2026-01-26 19:56:38.614712
424,424,,f,,2026-01-26 19:56:38.614712
425,425,,f,,2026-01-26 19:56:38.614712
426,426,30,f,,2026-01-26 19:56:38.614712
427,427,,f,,2026-01-26 19:56:38.614712
428,428,,f,,2026-01-26 19:56:38.614712
429,429,,f,,2026-01-26 19:56:38.614712
430,430,,f,,2026-01-26 19:56:38.614712
431,431,,f,,2026-01-26 19:56:38.614712
432,432,,f,,2026-01-26 19:56:38.614712
433,433,,f,,2026-01-26 19:56:38.614712
434,434,,f,,2026-01-26 19:56:38.614712
435,435,,f,,2026-01-26 19:56:38.614712
436,436,,f,,2026-01-26 19:56:38.614712
437,437,,f,,2026-01-26 19:56:38.614712
438,438,,t,,2026-01-26 19:56:38.614712
439,439,,f,,2026-01-26 19:56:38.614712
440,440,,f,,2026-01-26 19:56:38.614712
441,441,,f,,2026-01-26 19:56:38.614712
442,442,,f,,2026-01-26 19:56:38.614712
443,443,,t,,2026-01-26 19:56:38.614712
444,444,,f,,2026-01-26 19:56:38.614712
445,445,,t,,2026-01-26 19:56:38.614712
446,446,,f,,2026-01-26 19:56:38.614712
447,447,,f,,2026-01-26 19:56:38.614712
448,448,,f,,2026-01-26 19:56:38.614712
449,449,,f,,2026-01-26 19:56:38.614712
450,450,,f,,2026-01-26 19:56:38.614712
451,451,,f,,2026-01-26 19:56:38.614712
452,452,,t,,2026-01-26 19:56:38.614712
453,453,,f,,2026-01-26 19:56:38.614712
454,454,,f,,2026-01-26 19:56:38.614712
455,455,,f,,2026-01-26 19:56:38.614712
456,456,,f,,2026-01-26 19:56:38.614712
457,457,,f,,2026-01-26 19:56:38.614712
458,458,,f,,2026-01-26 19:56:38.614712
459,459,,f,,2026-01-26 19:56:38.614712
460,460,,f,,2026-01-26 19:56:38.614712
461,461,,f,,2026-01-26 19:56:38.614712
462,462,,t,,2026-01-26 19:56:38.614712
463,463,,f,,2026-01-26 19:56:38.614712
464,464,,f,,2026-01-26 19:56:38.614712
465,465,,t,,2026-01-26 19:56:38.614712
466,466,,f,,2026-01-26 19:56:38.614712
467,467,,t,,2026-01-26 19:56:38.614712
468,468,,f,,2026-01-26 19:56:38.614712
469,469,,f,,2026-01-26 19:56:38.614712
470,470,,f,,2026-01-26 19:56:38.614712
471,471,,f,,2026-01-26 19:56:38.614712
472,472,,f,,2026-01-26 19:56:38.614712
473,473,,t,,2026-01-26 19:56:38.614712
474,474,,f,,2026-01-26 19:56:38.614712
475,475,,f,,2026-01-26 19:56:38.614712
476,476,,f,,2026-01-26 19:56:38.614712
477,477,,f,,2026-01-26 19:56:38.614712
478,478,,f,,2026-01-26 19:56:38.614712
479,479,,f,,2026-01-26 19:56:38.614712
480,480,,f,,2026-01-26 19:56:38.614712
481,481,,f,,2026-01-26 19:56:38.614712
482,482,,f,,2026-01-26 19:56:38.614712
483,483,,f,,2026-01-26 19:56:38.614712
484,484,,t,,2026-01-26 19:56:38.614712
485,485,,f,,2026-01-26 19:56:38.614712
486,486,,f,,2026-01-26 19:56:38.614712
487,487,,f,,2026-01-26 19:56:38.614712
488,488,,f,,2026-01-26 19:56:38.614712
489,489,,f,,2026-01-26 19:56:38.614712
490,490,,t,,2026-01-26 19:56:38.614712
491,491,,t,,2026-01-26 19:56:38.614712
492,492,,f,,2026-01-26 19:56:38.614712
493,493,,f,,2026-01-26 19:56:38.614712
494,494,,f,,2026-01-26 19:56:38.614712
495,495,,f,,2026-01-26 19:56:38.614712
496,496,,t,,2026-01-26 19:56:38.614712
497,497,,f,,2026-01-26 19:56:38.614712
498,498,,f,,2026-01-26 19:56:38.614712
499,499,,f,,2026-01-26 19:56:38.614712
500,500,,f,,2026-01-26 19:56:38.614712
501,501,,f,,2026-01-26 19:56:38.614712
502,502,,f,,2026-01-26 19:56:38.614712
503,503,,f,,2026-01-26 19:56:38.614712
504,504,,f,,2026-01-26 19:56:38.614712
505,505,,f,,2026-01-26 19:56:38.614712
506,506,,f,,2026-01-26 19:56:38.614712
507,507,,f,,2026-01-26 19:56:38.614712
508,508,,f,,2026-01-26 19:56:38.614712
509,509,,f,,2026-01-26 19:56:38.614712
510,510,,t,,2026-01-26 19:56:38.614712
511,511,,t,,2026-01-26 19:56:38.614712
512,512,,t,,2026-01-26 19:56:38.614712
513,513,,f,,2026-01-26 19:56:38.614712
514,514,,t,,2026-01-26 19:56:38.614712
515,515,,f,,2026-01-26 19:56:38.614712
516,516,,f,,2026-01-26 19:56:38.614712
517,517,,f,,2026-01-26 19:56:38.614712
518,518,,f,,2026-01-26 19:56:38.614712
519,519,,f,,2026-01-26 19:56:38.614712
520,520,,f,,2026-01-26 19:56:38.614712
521,521,,f,,2026-01-26 19:56:38.614712
522,522,,f,,2026-01-26 19:56:38.614712
523,523,,f,,2026-01-26 19:56:38.614712
524,524,,f,,2026-01-26 19:56:38.614712
525,525,,f,,2026-01-26 19:56:38.614712
526,526,,f,,2026-01-26 19:56:38.614712
527,527,,f,,2026-01-26 19:56:38.614712
528,528,,f,,2026-01-26 19:56:38.614712
529,529,,f,,2026-01-26 19:56:38.614712
530,530,,t,,2026-01-26 19:56:38.614712
531,531,,t,,2026-01-26 19:56:38.614712
532,532,,f,,2026-01-26 19:56:38.614712
533,533,,f,,2026-01-26 19:56:38.614712
534,534,,f,,2026-01-26 19:56:38.614712
535,535,,f,,2026-01-26 19:56:38.614712
536,536,,f,,2026-01-26 19:56:38.614712
537,537,,f,,2026-01-26 19:56:38.614712
538,538,,f,,2026-01-26 19:56:38.614712
539,539,,f,,2026-01-26 19:56:38.614712
540,540,,f,,2026-01-26 19:56:38.614712
541,541,,f,,2026-01-26 19:56:38.614712
542,542,,f,,2026-01-26 19:56:38.614712
543,543,,f,,2026-01-26 19:56:38.614712
544,544,,f,,2026-01-26 19:56:38.614712
545,545,,f,,2026-01-26 19:56:38.614712
546,546,,t,,2026-01-26 19:56:38.614712
547,547,,f,,2026-01-26 19:56:38.614712
548,548,,f,,2026-01-26 19:56:38.614712
549,549,,f,,2026-01-26 19:56:38.614712
550,550,,f,,2026-01-26 19:56:38.614712
551,551,,f,,2026-01-26 19:56:38.614712
552,552,,t,,2026-01-26 19:56:38.614712
553,553,,f,,2026-01-26 19:56:38.614712
554,554,,f,,2026-01-26 19:56:38.614712
555,555,,f,,2026-01-26 19:56:38.614712
556,556,,f,,2026-01-26 19:56:38.614712
557,557,,f,,2026-01-26 19:56:38.614712
558,558,,f,,2026-01-26 19:56:38.614712
559,559,,f,,2026-01-26 19:56:38.614712
560,560,,t,,2026-01-26 19:56:38.614712
561,561,,t,,2026-01-26 19:56:38.614712
562,562,,f,,2026-01-26 19:56:38.614712
563,563,,f,,2026-01-26 19:56:38.614712
564,564,,t,,2026-01-26 19:56:38.614712
565,565,,f,,2026-01-26 19:56:38.614712
566,566,,f,,2026-01-26 19:56:38.614712
567,567,,f,,2026-01-26 19:56:38.614712
568,568,,f,,2026-01-26 19:56:38.614712
569,569,,t,,2026-01-26 19:56:38.614712
570,570,,f,,2026-01-26 19:56:38.614712
571,571,,f,,2026-01-26 19:56:38.614712
572,572,,f,,2026-01-26 19:56:38.614712
573,573,,f,,2026-01-26 19:56:38.614712
574,574,,f,,2026-01-26 19:56:38.614712
575,575,,f,,2026-01-26 19:56:38.614712
576,576,,t,,2026-01-26 19:56:38.614712
577,577,,f,,2026-01-26 19:56:38.614712
